1,access,n.入口，出口； 接近，进入； 增长； 爆发 vt.接近，进入； 使用，接近，获取
2,approach,n. 接近; 途径， 方法 v. 靠近， 接近， 动手处理
3,direct,adj. 笔直的，直接的，坦白的 vt. 指挥，命令，负责 vi. 指导，指出
4,forthright,adv. 直截地，马上，立即 adj. 直截的，直率的，坦白的 n. 直路
5,immediate,adj. 立即的， 即刻的， 直接的， 最接近的
6,indirect,adj. 间接的， 迂回的，次要的，不坦率的，欺骗的
7,tactic,n. 战略，策略 adj. 战术的，有策略的
8,via,prep. 经由
