1,bold,adj. 大胆的，粗体的，醒目的，无礼的，陡峭的
2,courageous,adj. 勇敢的
3,daring,adj. 大胆的 n. 冒险精神
4,dauntless,adj. 不屈不挠的， 大胆的
5,gallant,adj. 英勇的， 华丽的，殷勤的 n. 时髦男士，对女子殷勤的男士，求爱者，情夫 vt. 献殷勤
6,gallantry,n. 勇气，豪勇，勇敢的行为
7,intrepid,adj. 无畏的， 刚毅的
8,undaunted,adj. 不屈不挠的， 无畏的
9,valiant,adj. 勇敢的，英勇的 n. 勇士，勇敢的人
10,valor,n. 勇气， 英勇，勇猛
11,valorous,adj. 勇敢的， 勇武的， 刚勇的
12,warrior,n. 勇士， 战士
